Date,Open,High,Low,Close,Adj Close,Volume
2005-01-04,9392.905273,9661.274414,9303.449219,9303.449219,7067.621094,1161685
2005-01-05,9169.264648,9392.905273,9169.264648,9348.176758,7101.600098,736896
2005-01-06,9303.449219,9392.905273,9169.264648,9169.264648,6965.684570,912289
2005-01-07,9079.808594,9213.993164,8927.732422,8990.352539,6829.769043,1007308
2005-01-10,9035.080078,9392.905273,9035.080078,9392.905273,7135.578125,1364689
2005-01-11,9392.905273,9437.633789,9169.264648,9392.905273,7135.578125,879983
2005-01-12,9348.176758,9437.633789,9079.808594,9348.176758,7101.600098,2046363
2005-01-13,9392.905273,9482.361328,9213.993164,9392.905273,7135.578125,652944
2005-01-14,9392.905273,9706.001953,9348.176758,9706.001953,7373.431641,1577642
2005-01-17,9795.458008,9884.914063,9527.089844,9840.186523,7475.369141,1465856
2005-01-18,9884.914063,9884.914063,9661.274414,9706.001953,7373.431641,758136
2005-01-19,9706.001953,10153.283203,9661.274414,9750.730469,7407.410645,1784224
2005-01-20,9706.001953,10242.739258,9706.001953,10019.098633,7611.283691,1584238
2005-01-21,10287.467773,10376.923828,10063.827148,10108.554688,7679.242676,1475470
2005-01-24,10108.554688,10287.467773,9929.642578,10063.827148,7645.261719,886019
2005-01-25,10063.827148,10063.827148,9571.817383,9706.001953,7373.431641,672060
2005-01-26,9706.001953,9750.730469,9437.633789,9482.361328,7203.535645,1491120
2005-01-27,9527.089844,9661.274414,9303.449219,9661.274414,7339.454590,1015356
2005-01-28,9527.089844,9795.458008,9392.905273,9706.001953,7373.431641,923356
2005-01-31,9661.274414,9840.186523,9616.545898,9795.458008,7441.389648,797484
2005-02-01,9795.458008,10019.098633,9661.274414,9974.371094,7577.305664,1030559
2005-02-02,10019.098633,10063.827148,9392.905273,9527.089844,7237.517090,1000824
2005-02-03,9527.089844,9706.001953,9527.089844,9527.089844,7237.517090,561056
2005-02-04,9527.089844,9527.089844,9348.176758,9437.633789,7169.557617,836274
2005-02-07,9437.633789,9616.545898,9303.449219,9616.545898,7305.472168,1238370
2005-02-08,9616.545898,9616.545898,9616.545898,9616.545898,7305.472168,0
2005-02-09,9616.545898,9616.545898,9616.545898,9616.545898,7305.472168,0
2005-02-10,9616.545898,9616.545898,9616.545898,9616.545898,7305.472168,0
2005-02-11,9616.545898,9616.545898,9392.905273,9437.633789,7169.557617,815706
2005-02-14,9482.361328,9527.089844,9303.449219,9392.905273,7135.578125,1278837
2005-02-15,9392.905273,9437.633789,9079.808594,9303.449219,7067.621094,1879466
2005-02-16,9392.905273,9840.186523,9303.449219,9750.730469,7407.410645,2692936
2005-02-17,9884.914063,10198.011719,9795.458008,10198.011719,7747.200684,2074981
